CID1,CGL1,CID2,CGL2,eng,rus,cmn,yue,ara,spa,pol,fra,est,fin,mean
1673,ARM,1004,MUSCLE,0.6923076923076923,1.1,1.1818181818181819,0.5454545454545454,2.9,1.4,1.3,2.6,1.4,1.2,1.4319580419580418
1325,FRIEND,1038,TEACHER,0.3076923076923077,1.9,0.8181818181818182,0.9090909090909091,0.7,0.4,0.2,1.4,1.2,0.6,0.8434965034965035
1277,HAND,1301,FOOT,1.0,0.4,0.45454545454545453,1.8181818181818181,2.3,1.1,0.7,2.5,1.5,1.4,1.3172727272727272
1845,BALL,867,GLOVE,0.5384615384615384,0.1,0.18181818181818182,0.18181818181818182,1.5,1.1,0.2,1.4,0.4,0.2,0.5802097902097902
1331,SHEEP,1153,CATTLE,1.5384615384615385,3.2,1.3636363636363635,1.9090909090909092,3.3,2.7,1.3,4.0,1.8,2.5,2.3611188811188812
632,LIZARD,1857,CROCODILE,2.0,0.8,0.45454545454545453,2.0,3.4,2.6,1.3,3.4,2.6,3.1,2.1654545454545455
1325,FRIEND,1782,GUEST,1.9230769230769231,1.2,3.1818181818181817,3.6363636363636362,2.7,1.6,1.2,2.9,2.0,0.8,2.1141258741258744
1394,BONE,1380,TOOTH,2.076923076923077,1.3,0.6363636363636364,2.0,3.1,1.7,2.3,2.9,2.1,2.0,2.011328671328671
1482,SHOULDER,1256,HEAD,0.9230769230769231,0.6,0.18181818181818182,0.5454545454545454,2.8,1.5,0.7,2.7,1.1,0.9,1.195034965034965
1567,DOOR,2940,GATE,2.769230769230769,3.6,5.545454545454546,5.545454545454546,4.2,4.9,4.0,4.8,3.3,3.3,4.196013986013986
1833,DINNER (SUPPER),1318,CHICKEN,0.6923076923076923,0.6,0.2727272727272727,0.2727272727272727,2.5,1.6,0.4,1.7,0.6,1.3,0.9937762237762238
245,BROOM,2,DUST,0.23076923076923078,1.3,0.36363636363636365,0.9090909090909091,2.9,0.9,0.2,2.0,1.1,0.7,1.0603496503496503
1620,SON,1217,FATHER,0.6153846153846154,0.9,0.45454545454545453,2.0,3.2,1.6,1.1,2.7,1.8,1.4,1.5769930069930072
714,SEED,3181,MUSTARD,0.6923076923076923,1.4,0.5454545454545454,1.0909090909090908,1.8,1.8,0.0,2.7,1.1,1.1,1.2228671328671328
1208,CAT,1136,RABBIT,0.6153846153846154,0.3,0.5454545454545454,1.6363636363636365,2.7,0.9,1.1,1.9,1.0,1.3,1.1997202797202797
3640,GOSSIP,2964,NEWS,2.1538461538461537,2.4,2.1818181818181817,0.9090909090909091,2.7,2.1,1.7,4.7,2.2,1.0,2.2044755244755243
1671,TOWER,2246,BELL,0.15384615384615385,0.8,0.6363636363636364,0.36363636363636365,1.5,1.7,0.5,1.6,1.3,0.5,0.9053846153846153
3231,DEITY,852,PRIEST,0.38461538461538464,1.1,0.2727272727272727,0.6363636363636364,2.0,1.6,0.6,2.1,1.4,0.9,1.0993706293706293
1216,MOTHER,1199,WIFE,1.7692307692307692,1.9,2.272727272727273,2.727272727272727,3.5,2.1,1.1,3.3,2.3,1.7,2.266923076923077
906,TREE,3248,MAPLE TREE,2.0,3.0,4.2727272727272725,4.2727272727272725,3.0,3.7,2.8,4.7,2.3,3.5,3.3545454545454545
926,RICE,1366,BOY,0.0,0.0,0.0,0.09090909090909091,0.2,0.0,0.0,0.1,0.1,0.0,0.049090909090909095
1225,DAY (NOT NIGHT),1339,MORNING,2.0,1.3,5.545454545454546,5.181818181818182,3.0,3.6,2.2,3.2,1.7,2.0,2.9727272727272727
951,WEAPONS,1680,HELMET,0.38461538461538464,1.1,0.2727272727272727,1.6363636363636365,2.1,1.4,0.6,1.9,0.6,0.4,1.0393706293706293
1331,SHEEP,820,LAMB,4.538461538461538,3.0,4.363636363636363,3.727272727272727,4.9,3.8,4.0,4.8,4.0,4.3,4.142937062937063
1559,MONEY,1122,WAGES,2.769230769230769,2.8,4.2727272727272725,3.909090909090909,4.9,3.7,3.3,4.5,3.4,2.1,3.565104895104895
1277,HAND,799,WRIST,1.3076923076923077,2.3,2.0,3.4545454545454546,4.1,2.2,1.8,3.3,1.9,2.3,2.466223776223776
2851,AUGUST,1370,MONTH,2.0,2.7,2.5,2.3636363636363638,4.5,3.0,2.2,3.3,1.8,2.7,2.706363636363636
1225,DAY (NOT NIGHT),729,DAWN,2.3076923076923075,1.0,2.6363636363636362,2.5454545454545454,3.2,2.6,2.0,4.1,1.6,2.1,2.4089510489510486
958,WILD ANIMAL,619,ANIMAL,4.0,5.1,3.5454545454545454,3.4545454545454546,2.0,4.1,2.5,5.4,4.9,2.7,3.7700000000000005
666,RIVER,1474,SEA,1.3846153846153846,0.8,2.090909090909091,2.1818181818181817,2.6,2.4,1.4,2.8,1.6,1.4,1.8657342657342657
1378,SPOON,476,CUP,0.6923076923076923,0.8,0.09090909090909091,1.0,2.2,1.2,0.4,1.9,1.2,1.2,1.0683216783216785
2977,WORKER,2618,CAMERA,0.0,0.5,0.09090909090909091,0.36363636363636365,0.5,0.1,0.3,0.1,0.1,0.1,0.21545454545454548
1366,BOY,1262,BROTHER,1.6923076923076923,1.2,2.1818181818181817,2.909090909090909,2.7,1.7,1.1,2.7,1.9,2.4,2.0483216783216784
1007,COW,1502,GOAT,0.8461538461538461,0.5,0.45454545454545453,2.272727272727273,2.8,1.3,1.1,2.6,1.1,1.5,1.4473426573426573
1153,CATTLE,2570,BEEF,3.076923076923077,2.9,2.909090909090909,2.1818181818181817,3.5,3.5,3.5,4.5,0.8,2.8,2.9667832167832167
1233,NIGHT,1225,DAY (NOT NIGHT),0.3076923076923077,0.2,0.0,0.2727272727272727,1.5,1.0,0.1,2.4,1.1,1.2,0.808041958041958
1567,DOOR,1365,KITCHEN,0.07692307692307693,0.8,0.0,0.36363636363636365,0.8,0.7,0.2,0.9,0.5,0.3,0.4640559440559441
1474,SEA,645,OCEAN,5.153846153846154,1.8,5.909090909090909,5.545454545454546,3.4,4.2,2.0,4.8,3.1,4.5,4.040839160839161
1895,CLOTHES,757,BUTTON,0.6153846153846154,1.3,0.45454545454545453,0.8181818181818182,2.4,1.4,0.6,2.2,0.8,1.4,1.1988111888111888
1845,BALL,3202,CANNON,0.6153846153846154,1.2,0.0,0.18181818181818182,0.9,0.4,0.1,0.9,1.4,0.0,0.5697202797202797
1646,GIRL,2099,CHILD,1.8461538461538463,1.6,2.909090909090909,2.4545454545454546,1.0,3.2,1.1,3.2,1.6,2.7,2.1609790209790214
1252,HOUSE,3657,GRANARY,0.8461538461538461,1.0,0.5454545454545454,0.7272727272727273,2.8,0.8,0.6,2.5,1.4,2.4,1.3618881118881119
1833,DINNER (SUPPER),1547,SOUP,1.0769230769230769,1.0,0.45454545454545453,1.1818181818181819,3.0,2.1,1.6,3.2,1.5,1.7,1.6813286713286715
1289,BABY,1357,DAUGHTER,1.8461538461538463,1.4,2.727272727272727,1.9090909090909092,2.5,2.9,2.6,2.6,1.5,2.1,2.2082517482517483
1320,APPLE,132,SAUCE,0.7692307692307693,1.0,0.18181818181818182,0.36363636363636365,1.5,0.6,0.1,1.5,0.4,0.7,0.7114685314685315
2554,PRINCE (RULER),1508,KING,1.9230769230769231,1.3,2.0,2.3636363636363638,3.1,2.2,1.4,4.3,1.9,2.0,2.2486713286713287
1663,BED,3099,SOFA,1.2307692307692308,4.1,0.8181818181818182,2.727272727272727,3.2,2.1,3.6,3.4,2.5,0.0,2.3676223776223777
2618,CAMERA,899,PRESIDENT,0.0,0.2,0.0,0.0,0.1,0.9,0.0,0.1,0.4,0.0,0.17
3050,SEEDLING,628,LEAF,0.6923076923076923,0.9,0.8181818181818182,1.0909090909090908,2.3,1.5,0.2,1.4,0.9,1.2,1.10013986013986
3096,RACKET,1845,BALL,0.6923076923076923,1.2,0.36363636363636365,0.7272727272727273,0.3,1.3,0.2,2.3,1.1,0.6,0.8783216783216783
1663,BED,1476,CHAIR,0.5384615384615384,0.2,0.36363636363636365,1.8181818181818181,2.1,1.4,0.3,2.1,0.9,1.2,1.0920279720279722
1217,FATHER,1216,MOTHER,1.0,1.1,0.5454545454545454,1.7272727272727273,3.2,2.4,1.0,2.9,1.1,1.6,1.6572727272727275
1480,BODY,819,STOMACH,0.7692307692307693,1.5,1.7272727272727273,2.3636363636363638,3.1,1.7,1.0,2.9,1.7,2.0,1.876013986013986
1208,CAT,3780,PET,2.5384615384615383,1.2,3.3636363636363638,2.727272727272727,4.0,3.3,3.2,4.2,2.3,3.0,2.982937062937063
1320,APPLE,3276,SUNSHINE,0.0,0.0,0.18181818181818182,0.0,0.0,0.5,0.1,0.6,0.4,0.0,0.17818181818181816
1896,FINGERNAIL OR TOENAIL,1781,THUMB,0.7692307692307693,1.4,0.45454545454545453,1.9090909090909092,3.1,1.7,1.1,2.8,1.1,1.7,1.6032867132867132
239,FLOWER,1683,BUSH,1.3076923076923077,1.1,0.6363636363636364,1.8181818181818181,2.4,2.1,1.1,2.8,1.4,2.2,1.6862237762237762
1566,GUN,1352,KNIFE,0.9230769230769231,1.1,2.090909090909091,1.9090909090909092,2.0,1.7,0.7,2.9,2.5,2.9,1.8723076923076925
1554,MAN,1200,HUSBAND,1.6153846153846154,2.7,3.0,2.272727272727273,3.4,1.8,2.1,4.1,3.5,3.6,2.808811188811189
926,RICE,832,BEAN,0.7692307692307693,0.6,0.45454545454545453,0.5454545454545454,2.2,1.1,0.6,2.2,1.2,1.2,1.0869230769230769
1476,CHAIR,2584,BENCH,2.6153846153846154,1.7,3.727272727272727,3.3636363636363638,5.6,3.5,1.6,3.6,3.9,3.8,3.34062937062937
674,MOUTH,1380,TOOTH,0.8461538461538461,0.9,0.6363636363636364,0.6363636363636364,3.0,1.5,0.8,3.0,1.1,1.8,1.421888111888112
937,BIRD,2386,TURKEY,2.0,2.3,1.5454545454545454,2.1818181818181817,3.5,2.6,3.1,3.6,2.3,2.8,2.5927272727272728
747,BICYCLE,2505,BEDROOM,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.1,0.0,0.06999999999999999
3099,SOFA,1476,CHAIR,2.6923076923076925,1.0,2.1818181818181817,3.090909090909091,4.1,2.6,1.1,3.5,1.7,2.3,2.4265034965034964
1217,FATHER,3231,DEITY,0.6923076923076923,1.3,0.09090909090909091,0.18181818181818182,1.0,1.8,2.3,2.7,0.3,0.4,1.0765034965034965
1833,DINNER (SUPPER),1322,BREAKFAST,0.9230769230769231,0.5,0.8181818181818182,1.9090909090909092,2.7,1.4,0.5,3.4,1.6,1.5,1.525034965034965
784,SNOW,617,ICE,2.923076923076923,2.4,2.5454545454545454,3.5454545454545454,4.1,3.1,2.0,4.3,2.8,3.0,3.0713986013986014
857,STONE,1803,WOOD,0.07692307692307693,0.2,0.09090909090909091,0.6363636363636364,2.0,0.9,0.2,1.8,1.1,0.7,0.7704195804195805
1526,MEAL,1833,DINNER (SUPPER),2.923076923076923,3.0,2.909090909090909,2.909090909090909,4.2,3.6,3.6,4.2,3.1,3.3,3.374125874125874
636,MILL,714,SEED,0.23076923076923078,1.0,0.18181818181818182,0.2727272727272727,2.7,1.5,0.1,2.3,1.1,0.3,0.9685314685314685
952,WEATHER,978,WAVE,0.0,0.5,0.09090909090909091,0.09090909090909091,1.3,0.6,0.1,0.9,0.4,0.2,0.41818181818181815
1559,MONEY,3325,PEARL,0.23076923076923078,0.3,0.0,0.45454545454545453,2.0,1.0,0.2,1.6,0.5,0.4,0.6685314685314685
1394,BONE,803,ANKLE,0.6153846153846154,1.2,0.45454545454545453,0.45454545454545453,3.4,1.1,4.5,2.3,2.8,1.6,1.8424475524475525
1205,TONGUE,1346,THROAT,0.7692307692307693,0.8,0.8181818181818182,1.0,2.8,1.1,0.9,2.4,1.2,1.6,1.3387412587412588
1554,MAN,1217,FATHER,1.9230769230769231,1.4,2.4545454545454546,2.6363636363636362,3.5,2.0,2.3,3.3,2.1,2.6,2.421398601398601
962,WOMAN,1554,MAN,0.3076923076923077,0.4,0.36363636363636365,0.6363636363636364,2.4,1.5,0.2,2.8,1.1,0.9,1.0607692307692307
1663,BED,2505,BEDROOM,1.2307692307692308,1.4,0.7272727272727273,1.5454545454545454,2.6,1.3,1.5,3.0,1.1,0.8,1.5203496503496505
3460,BEACH,660,REEF,0.6923076923076923,0.9,0.18181818181818182,0.2727272727272727,0.3,1.6,0.5,2.5,0.9,1.0,0.8846853146853147
3460,BEACH,1525,COAST,2.6923076923076925,2.5,3.0,3.727272727272727,4.4,3.5,3.4,3.8,3.2,3.888888888888889,3.410846930846931
2996,WEALTH,865,FAME,1.2307692307692308,1.0,1.0,0.6363636363636364,2.8,1.7,0.6,2.5,1.1,0.6,1.3167132867132867
624,LAKE,1145,SWAMP,1.1538461538461537,0.5,0.45454545454545453,2.5454545454545454,2.6,2.8,0.6,3.0,0.9,1.5,1.6053846153846152
255,SERVANT,812,SLAVE,3.076923076923077,1.8,3.3636363636363638,4.0,4.7,2.8,3.4,4.3,2.0,2.2,3.164055944055944
690,BOTTOM,682,SIDE,0.38461538461538464,0.4,0.18181818181818182,0.36363636363636365,2.6,1.0,0.4,2.4,1.0,0.5,0.9230069930069931
1465,BOX,771,HAT,0.07692307692307693,0.5,0.0,0.0,0.7,0.3,0.2,1.3,0.3,0.1,0.3476923076923077
1277,HAND,1781,THUMB,1.1538461538461537,1.0,0.36363636363636365,1.6363636363636365,3.3,1.4,1.4,3.1,1.5,2.0,1.6853846153846153
624,LAKE,1489,CLOUD,0.0,0.3,0.09090909090909091,0.36363636363636365,1.2,0.3,0.4,0.8,0.4,0.3,0.4154545454545454
1366,BOY,2099,CHILD,2.1538461538461537,2.8,3.3636363636363638,2.3636363636363638,3.5,4.4,3.5,4.4,2.7,2.7,3.188111888111888
3086,COMPUTER,144,MACHINE,1.9230769230769231,1.3,2.727272727272727,2.727272727272727,3.6,3.8,3.9,4.6,1.9,3.3,2.9777622377622377
1667,HOLE,1199,WIFE,0.0,0.0,0.6363636363636364,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.11363636363636365
1504,FLY (INSECT),587,ANT,0.6153846153846154,0.6,0.6363636363636364,0.8181818181818182,2.9,0.5,1.2,2.5,1.5,1.6,1.2869930069930071
1320,APPLE,874,CANDY,0.07692307692307693,0.8,0.09090909090909091,0.18181818181818182,1.4,0.5,0.4,1.8,0.7,0.3,0.624965034965035
1803,WOOD,648,PAPER,0.9230769230769231,0.8,0.45454545454545453,0.45454545454545453,2.3,1.0,0.9,2.6,1.5,1.5,1.243216783216783
1450,ROOM,1663,BED,0.38461538461538464,0.7,0.09090909090909091,0.36363636363636365,2.3,1.3,0.3,1.1,0.7,0.9,0.8139160839160839
1263,SISTER,1262,BROTHER,1.6923076923076923,1.4,2.090909090909091,1.4545454545454546,3.7,3.5,0.7,3.1,1.2,1.9,2.073776223776224
1530,BOWL,1220,TAIL,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.030000000000000006
1600,SKIRT,3349,WRISTWATCH,0.0,0.2,0.0,0.18181818181818182,0.3,0.3,0.1,0.7,0.2,0.0,0.19818181818181818
948,WATER,1274,SALT,0.15384615384615385,0.4,0.36363636363636365,0.0,0.5,0.4,0.6,1.3,0.7,0.2,0.46174825174825174
1221,NOSE,1256,HEAD,0.38461538461538464,0.8,0.18181818181818182,0.18181818181818182,3.1,0.9,0.9,2.7,0.8,1.3,1.1248251748251747
2631,WIRE,1218,ROPE,3.923076923076923,4.4,1.1818181818181819,0.45454545454545453,3.3,2.5,3.3,4.5,1.7,3.6,2.885944055944056
1663,BED,806,BLANKET,0.6153846153846154,1.2,0.09090909090909091,0.18181818181818182,3.0,1.1,0.5,2.4,1.2,0.6,1.0888111888111889
480,PLATE,1530,BOWL,1.5384615384615385,3.3,1.8181818181818181,2.3636363636363638,3.7,2.4,3.1,2.9,2.4,2.4,2.5920279720279717
606,GRASS,637,MOSS,1.6153846153846154,1.5,1.6363636363636365,2.5454545454545454,3.5,2.1,1.1,2.8,1.7,1.4,1.9897202797202798
635,MILK,1499,JUICE,0.6153846153846154,0.2,0.6363636363636364,0.5454545454545454,2.2,0.7,0.6,2.3,1.0,1.4,1.0197202797202798
937,BIRD,307,HAWK,2.3076923076923075,1.8,2.090909090909091,3.4545454545454546,4.1,2.3,3.6,4.1,2.5,3.2,2.945314685314685
144,MACHINE,2622,ENGINE,2.076923076923077,2.2,2.4545454545454546,2.272727272727273,3.2,2.8,4.2,3.5,2.4,3.0,2.8104195804195804
2977,WORKER,2430,OFFICE,0.23076923076923078,0.9,0.36363636363636365,0.36363636363636365,2.2,0.2,0.3,0.9,0.7,0.7,0.6858041958041958
3091,LEMON,1373,TEA,0.07692307692307693,0.9,0.09090909090909091,0.2727272727272727,1.3,0.5,0.1,1.6,0.6,0.5,0.5940559440559441
644,OAK,3248,MAPLE TREE,1.1538461538461537,0.8,2.3636363636363638,3.0,2.8,1.2,1.8,3.5,1.3,1.9,1.9817482517482516
777,FLUTE,642,MUSIC,1.0,0.9,1.0909090909090908,1.5454545454545454,3.1,1.7,0.7,2.7,1.2,1.0,1.4936363636363637
1173,EYEBROW,1248,EYE,1.1538461538461537,0.8,0.5454545454545454,0.5454545454545454,3.1,0.5,0.6,2.5,1.5,0.9,1.2144755244755245
1745,HIP,478,LIP,0.07692307692307693,0.6,0.0,0.18181818181818182,0.8,0.5,0.2,1.1,0.6,1.3,0.5358741258741259
614,HILL,992,CLIFF,0.8461538461538461,2.4,0.45454545454545453,0.18181818181818182,2.7,1.6,2.2,2.9,2.0,1.8,1.708251748251748
1895,CLOTHES,2770,JACKET,1.5384615384615385,1.7,3.272727272727273,3.909090909090909,3.6,1.5,2.2,3.4,1.7,1.8,2.4620279720279723
1221,NOSE,674,MOUTH,0.6923076923076923,0.8,0.09090909090909091,0.2727272727272727,3.3,0.9,0.6,2.6,1.3,1.6,1.2155944055944057
1362,STREET,1111,CAR,0.7692307692307693,0.8,0.2727272727272727,0.6363636363636364,2.7,0.3,0.3,1.3,0.8,0.4,0.8278321678321678
1730,CHEEK,1205,TONGUE,0.6923076923076923,1.0,0.0,0.36363636363636365,2.4,0.4,0.6,2.0,1.0,1.5,0.9955944055944055
1941,SOLDIER,1338,PEACE,0.0,0.6,0.09090909090909091,0.09090909090909091,1.4,0.3,0.3,1.4,0.4,0.2,0.47818181818181815
1763,CLUB,3958,SOCIETY,4.6923076923076925,1.8,0.0,0.09090909090909091,2.1,2.9,5.0,3.9,0.8,3.8,2.5083216783216784
1066,CRIME,722,ATTACK,1.6923076923076923,0.5,0.9090909090909091,0.9090909090909091,1.8,1.7,2.0,2.4,2.3,0.2,1.441048951048951
1220,TAIL,523,BACK OF HEAD,2.923076923076923,0.4,2.909090909090909,0.9090909090909091,1.4,2.5,3.2,3.0,2.9,1.2,2.134125874125874
1667,HOLE,3644,AGREEMENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01
2099,CHILD,1366,BOY,1.8461538461538463,2.4,3.090909090909091,2.1818181818181817,2.8,4.2,3.1,4.2,1.9,2.7,2.8418881118881116
1199,WIFE,2299,STRAW,0.0,0.0,0.18181818181818182,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.04818181818181818
3090,GUITAR,908,DRUM,0.6153846153846154,0.9,0.36363636363636365,0.7272727272727273,2.6,0.8,0.9,2.6,1.2,1.7,1.2406293706293705
239,FLOWER,2617,BULB,0.7692307692307693,0.6,0.0,0.0,0.2,1.5,1.6,2.8,0.7,0.0,0.8169230769230769
3635,ADULT,1289,BABY,0.3076923076923077,0.8,0.5454545454545454,0.36363636363636365,1.1,0.6,0.0,2.2,0.9,0.8,0.7616783216783217
861,JUDGE,1068,COURT,1.0,1.6,0.8181818181818182,0.9090909090909091,3.1,0.9,1.7,3.3,1.6,1.3,1.6227272727272726
893,TIN (METAL),2244,METAL,1.6153846153846154,1.6,2.727272727272727,2.272727272727273,3.7,1.8,3.5,3.6,2.7,0.8,2.4315384615384614
1262,BROTHER,1620,SON,0.7692307692307693,0.8,0.7272727272727273,0.8181818181818182,2.5,0.9,0.9,2.4,1.0,2.3,1.3114685314685315
110,MOTOR,1844,BOAT,0.6153846153846154,0.9,0.2727272727272727,0.18181818181818182,1.2,0.4,0.6,1.8,0.6,0.7,0.7269930069930071
2246,BELL,1567,DOOR,0.23076923076923078,1.0,0.0,0.5454545454545454,2.3,0.3,0.2,2.3,0.4,0.1,0.7376223776223776
2005,MASK,131,FESTIVAL,0.0,0.7,0.18181818181818182,0.2727272727272727,1.1,0.3,0.5,1.9,0.9,0.3,0.6154545454545455
3460,BEACH,622,ISLAND,1.0,0.7,1.2727272727272727,0.8181818181818182,2.7,1.9,1.7,2.6,1.1,0.9,1.4690909090909092
